MovieID,Title,Genres,ImdbID,Links,title,year,description,duration,director,writer,stars,ratings
3510,Frequency (2000),Drama|Thriller,186151,https://www.imdb.com/title/tt0186151/,Frequency,2000,"An accidental cross-time radio link connects father and son across 30 years. The son tries to save his father's life, but then must fix the consequences.",1h 58m,['Gregory Hoblit'],['Toby Emmerich'],"['Dennis Quaid', 'Jim Caviezel', 'Shawn Doyle']",7.4
3511,Ready to Rumble (2000),Comedy,217756,https://www.imdb.com/title/tt0217756/,Ready to Rumble,2000,Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.,1h 47m,['Brian Robbins'],['Steven Brill'],"['David Arquette', 'Oliver Platt', 'Scott Caan']",5.3
3512,Return to Me (2000),Drama|Romance,122459,https://www.imdb.com/title/tt0122459/,Return to Me,2000,A man who falls in love with the woman who received his wife's heart must decide which woman it is who holds his heart.,1h 55m,['Bonnie Hunt'],"['Bonnie Hunt', 'Don Lake', 'Andrew Stern']","['David Duchovny', 'Minnie Driver', ""Carroll O'Connor""]",6.9
3513,Rules of Engagement (2000),Drama|Thriller,160797,https://www.imdb.com/title/tt0160797/,Rules of Engagement,2000,An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a Middle Eastern country.,2h 8m,['William Friedkin'],"['Jim Webb', 'Stephen Gaghan']","['Tommy Lee Jones', 'Samuel L. Jackson', 'Guy Pearce']",6.4
3514,Joe Gould's Secret (2000),Drama,172632,https://www.imdb.com/title/tt0172632/,Joe Gould's Secret,2000,"Around 1940, The New Yorker staff writer Joe Mitchell meets Joe Gould, a Greenwich Village character, who is writing a voluminous Oral History of the World, a record of twenty thousand conversations he's overheard.",1h 44m,['Stanley Tucci'],"['Joseph Mitchell', 'Howard A. Rodman']","['Ian Holm', 'Stanley Tucci', 'Hope Davis']",6.5
3515,Me Myself I (2000),Comedy|Romance,183503,https://www.imdb.com/title/tt0183503/,Me Myself I,1999,"Pamela Drury is unhappy and alone. On her birthday she stumbles across a photo of Robert Dickson and wonders what would've happened had she said yes to his proposal. A freak accident causes Pamela to live out the life she could've had, but is the grass on the other side always greener?",1h 44m,['Pip Karmel'],['Pip Karmel'],"['Rachel Griffiths', 'David Roberts', 'Sandy Winton']",6.7
3516,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,51406,https://www.imdb.com/title/tt0051406/,Bell Book and Candle,1958,"A modern-day witch likes her neighbor but despises his fiancÃ©e, so she enchants him to love her instead.",1h 46m,['Richard Quine'],"['Daniel Taradash', 'John Van Druten']","['James Stewart', 'Kim Novak', 'Jack Lemmon']",6.8
3518,"End of Violence, The (1997)",Drama|Thriller,119062,https://www.imdb.com/title/tt0119062/,The End of Violence,1997,"Mike is a successful Hollywood producer of violent movies. Then he himself experiences extreme violence, goes missing, joins some Latino gardeners and reviews his life.",2h 2m,['Wim Wenders'],"['Nicholas Klein', 'Wim Wenders']","['Traci Lind', 'Rosalind Chao', 'Bill Pullman']",5.6
3519,Force 10 from Navarone (1978),Action|Drama|War,77572,https://www.imdb.com/title/tt0077572/,Force 10 from Navarone,1978,"During World War II, several oddly assorted military experts are teamed in a mission to raid and destroy a bridge vital to enemy strategy.",1h 58m,['Guy Hamilton'],"['Alistair MacLean', 'Robin Chapman', 'Carl Foreman']","['Harrison Ford', 'Robert Shaw', 'Edward Fox']",6.4
3520,How to Stuff a Wild Bikini (1965),Comedy,59287,https://www.imdb.com/title/tt0059287/,How to Stuff a Wild Bikini,1965,"Frankie, on naval-reserve duty in Tahiti, doesn't trust Dee Dee to stay faithful, so he hires Bwana, a witch doctor, to help. Bwana conjures up a floating bikini, ""stuffs"" it with Cassandra, and sends her to distract advertising executive Ricky from Dee Dee.",1h 33m,['William Asher'],"['William Asher', 'Leo Townsend']","['Annette Funicello', 'Dwayne Hickman', 'Brian Donlevy']",4.7
3521,Mystery Train (1989),Comedy|Drama,97940,https://www.imdb.com/title/tt0097940/,Mystery Train,1989,Three stories are connected by a Memphis hotel and the spirit of Elvis Presley.,1h 50m,['Jim Jarmusch'],['Jim Jarmusch'],"['Masatoshi Nagase', 'YÃ»ki KudÃ´', ""Screamin' Jay Hawkins""]",7.5
3523,Taffin (1988),Action|Thriller,96211,https://www.imdb.com/title/tt0096211/,Taffin,1988,An Irish tough-guy debt collector is asked by his local community to help rid the town of developers bent on building a chemical plant on the outskirts of town. The developers are ruthless and have sent their heavies into town to keep the locals quiet.,1h 36m,['Francis Megahy'],"['David Ambrose', 'Lyndon Mallet']","['Pierce Brosnan', 'Ray McAnally', 'Alison Doody']",5.6
3524,Arthur (1981),Comedy|Romance,82031,https://www.imdb.com/title/tt0082031/,Arthur,1981,"Alcoholic billionaire playboy Arthur Bach must marry a woman he does not love, or he will be cut off from his $750,000,000 fortune. But when Arthur falls in love with a poor waitress, he must decide if he wants to choose love or money.",1h 37m,['Steve Gordon'],['Steve Gordon'],"['Dudley Moore', 'Liza Minnelli', 'John Gielgud']",6.9
3525,Bachelor Party (1984),Comedy,86927,https://www.imdb.com/title/tt0086927/,Bachelor Party,1984,A soon-to-be-married man's friends throw him the ultimate bachelor party.,1h 45m,['Neal Israel'],"['Bob Israel', 'Neal Israel', 'Pat Proft']","['Tom Hanks', 'Tawny Kitaen', 'Adrian Zmed']",6.3
3526,Parenthood (1989),Comedy|Drama,98067,https://www.imdb.com/title/tt0098067/,Parenthood,1989,Three Buckman siblings attempt to raise their children - each in their own different style - and deal with the joys and sorrows that the process brings.,2h 4m,['Ron Howard'],"['Lowell Ganz', 'Babaloo Mandel', 'Ron Howard']","['Steve Martin', 'Mary Steenburgen', 'Dianne Wiest']",7.0
3527,Predator (1987),Action|Sci-Fi|Thriller,93773,https://www.imdb.com/title/tt0093773/,Predator,1987,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,1h 47m,['John McTiernan'],"['Jim Thomas', 'John Thomas']","['Arnold Schwarzenegger', 'Carl Weathers', 'Kevin Peter Hall']",7.8
3528,"Prince of Tides, The (1991)",Drama|Romance,102713,https://www.imdb.com/title/tt0102713/,The Prince of Tides,1991,A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,2h 12m,['Barbra Streisand'],"['Pat Conroy', 'Becky Johnston']","['Barbra Streisand', 'Nick Nolte', 'Blythe Danner']",6.8
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller,82934,https://www.imdb.com/title/tt0082934/,The Postman Always Rings Twice,1981,The sensuous wife of a lunch wagon proprietor and a rootless drifter begin a sordidly steamy affair and conspire to murder her Greek husband.,2h 2m,['Bob Rafelson'],"['David Mamet', 'James M. Cain']","['Jack Nicholson', 'Jessica Lange', 'John Colicos']",6.6
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance,99014,https://www.imdb.com/title/tt0099014/,All the Vermeers in New York,1990,"Anna, a French actress, is approached by financial broker Mark in the Vermeer room of a New York gallery. However, romance does not ensue.",1h 27m,['Jon Jost'],['Jon Jost'],"['Emmanuelle Chaulet', 'Stephen Lack', 'Katie Garner']",6.4
3533,"Actor's Revenge, An (Yukinojo Henge) (1963)",Drama,57710,https://www.imdb.com/title/tt0057710/,An Actor's Revenge,1963,"Yukinojo, a Kabuki actor, seeks revenge by destroying the three men who caused the deaths of his parents. Also involved are the daughter of one of Yukinojo's targets, two master thieves, and a swordsman who himself is out to kill Yukinojo.",1h 55m,['Kon Ichikawa'],"['Otokichi Mikami', 'Daisuke ItÃ´', 'Teinosuke Kinugasa']","['Kazuo Hasegawa', 'Fujiko Yamamoto', 'Ayako Wakao']",7.4
3534,28 Days (2000),Drama,191754,https://www.imdb.com/title/tt0191754/,28 Days,2000,A big-city newspaper columnist is forced to enter a drug and alcohol rehab center after ruining her sister's wedding and crashing a stolen limousine.,1h 43m,['Betty Thomas'],['Susannah Grant'],"['Sandra Bullock', 'Viggo Mortensen', 'Dominic West']",6.0
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,144084,https://www.imdb.com/title/tt0144084/,American Psycho,2000,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",1h 42m,['Mary Harron'],"['Bret Easton Ellis', 'Mary Harron', 'Guinevere Turner']","['Christian Bale', 'Justin Theroux', 'Josh Lucas']",7.6
3536,Keeping the Faith (2000),Comedy|Drama|Romance,171433,https://www.imdb.com/title/tt0171433/,Keeping the Faith,2000,"Two friends, a priest and a rabbi, fall in love with the same woman they knew in their youth, but the religious position of both men denies them romance.",2h 8m,['Edward Norton'],['Stuart Blumberg'],"['Ben Stiller', 'Edward Norton', 'Jenna Elfman']",6.4
3537,Where the Money Is (2000),Comedy|Drama,149367,https://www.imdb.com/title/tt0149367/,Where the Money Is,2000,"Old bank robber Henry, paralyzed from a stroke, is moved from a prison hospital to a retirement home, where Carol is a nurse. She doesn't believe he's paralyzed and sees him as a way out of her boring life.",1h 29m,['Marek Kanievska'],"['E. Max Frye', 'Topper Lilien', 'Carroll Cartwright']","['Paul Newman', 'Linda Fiorentino', 'Dermot Mulroney']",6.3
3538,East is East (1999),Comedy,166175,https://www.imdb.com/title/tt0166175/,East Is East,1999,"In early 1970s England, a Pakistani father finds the authority he has previously maintained challenged by his increasingly Anglicized children.",1h 36m,"[""Damien O'Donnell""]",['Ayub Khan-Din'],"['Om Puri', 'Linda Bassett', 'Jordan Routledge']",6.9
3539,"Filth and the Fury, The (2000)",Documentary,236216,https://www.imdb.com/title/tt0236216/,The Filth and the Fury,2000,"A film about the career of the notorious punk rock band, the Sex Pistols.",1h 48m,['Julien Temple'],[],"['Paul Cook', 'Steve Jones', 'John Lydon']",7.6
3540,Passion of Mind (1999),Drama|Mystery|Romance,160644,https://www.imdb.com/title/tt0160644/,Passion of Mind,2000,A psychological romantic thriller where fantasy and reality become indistinguishable for a woman leading a double life in her dreams.,1h 45m,['Alain Berliner'],"['Ronald Bass', 'David Field']","['Demi Moore', 'Eloise Eonnet', 'Hadrian Dagannaud-Brouard']",5.5
3543,Diner (1982),Comedy|Drama,83833,https://www.imdb.com/title/tt0083833/,Diner,1982,A group of college-age buddies struggle with their imminent passage into adulthood in 1959 Baltimore.,1h 50m,['Barry Levinson'],['Barry Levinson'],"['Steve Guttenberg', 'Mickey Rourke', 'Kevin Bacon']",7.1
3544,Shakes the Clown (1991),Comedy,102898,https://www.imdb.com/title/tt0102898/,Shakes the Clown,1991,Shakes is good at his job as party clown - when he's sober and shows up. Five druggy clowns frame him for the murder of his boss.,1h 27m,['Bobcat Goldthwait'],['Bobcat Goldthwait'],"['Bobcat Goldthwait', 'Julie Brown', 'Bruce Baum']",5.6
3545,Cabaret (1972),Drama|Musical,68327,https://www.imdb.com/title/tt0068327/,Cabaret,1972,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,2h 4m,['Bob Fosse'],"['Joe Masteroff', 'John Van Druten', 'Christopher Isherwood']","['Liza Minnelli', 'Michael York', 'Helmut Griem']",7.8
3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,56687,https://www.imdb.com/title/tt0056687/,What Ever Happened to Baby Jane?,1962,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,2h 14m,['Robert Aldrich'],"['Henry Farrell', 'Lukas Heller']","['Bette Davis', 'Joan Crawford', 'Victor Buono']",8.0
3547,Prick Up Your Ears (1987),Comedy|Drama,93776,https://www.imdb.com/title/tt0093776/,Prick Up Your Ears,1987,"Biographer John Lahr is writing a book about playwright Joe Orton. Joe and Kenneth meet at drama school and live together for ten years as lovers and collaborators. Both want to be writers, but only one of them is successful.",1h 45m,['Stephen Frears'],"['John Lahr', 'Alan Bennett']","['Gary Oldman', 'Alfred Molina', 'Vanessa Redgrave']",7.1
3548,Auntie Mame (1958),Comedy|Drama,51383,https://www.imdb.com/title/tt0051383/,Auntie Mame,1958,An orphan goes to live with his free-spirited aunt. Conflict ensues when the executor of his father's estate objects to the aunt's lifestyle.,2h 23m,['Morton DaCosta'],"['Betty Comden', 'Adolph Green', 'Patrick Dennis']","['Rosalind Russell', 'Forrest Tucker', 'Coral Browne']",7.9
3549,Guys and Dolls (1955),Comedy|Musical|Romance,48140,https://www.imdb.com/title/tt0048140/,Guys and Dolls,1955,"In New York, a gambler is challenged to take a cold female missionary to Havana, but they fall for each other, and the bet has a hidden motive to finance a crap game.",2h 30m,['Joseph L. Mankiewicz'],"['Jo Swerling', 'Abe Burrows', 'Damon Runyon']","['Marlon Brando', 'Jean Simmons', 'Frank Sinatra']",7.1
3550,"Hunger, The (1983)",Horror,85701,https://www.imdb.com/title/tt0085701/,The Hunger,1983,"A love triangle develops between a beautiful yet dangerous vampire (Catherine Deneuve), her cellist companion (David Bowie), and a gerontologist (Susan Sarandon).",1h 37m,['Tony Scott'],"['James Costigan', 'Michael Thomas', 'Whitley Strieber']","['Catherine Deneuve', 'David Bowie', 'Susan Sarandon']",6.6
3551,Marathon Man (1976),Crime|Drama|Thriller,74860,https://www.imdb.com/title/tt0074860/,Marathon Man,1976,"After the shocking murder of his older brother, a New York history student finds himself inexplicably hounded by shadowy government agents on the trail of a Nazi war criminal who is trying to retrieve smuggled diamonds.",2h 5m,['John Schlesinger'],['William Goldman'],"['Dustin Hoffman', 'Laurence Olivier', 'Roy Scheider']",7.4
3552,Caddyshack (1980),Comedy,80487,https://www.imdb.com/title/tt0080487/,Caddyshack,1980,An exclusive golf course has to deal with a brash new member and a destructive dancing gopher.,1h 38m,['Harold Ramis'],"['Brian Doyle-Murray', 'Harold Ramis', 'Douglas Kenney']","['Chevy Chase', 'Rodney Dangerfield', 'Bill Murray']",7.2
3553,Gossip (2000),Drama|Thriller,176783,https://www.imdb.com/title/tt0176783/,Gossip,2000,"Three college students base their class project around gossip and how fast it spreads, which soon spirals out of control.",1h 30m,['Davis Guggenheim'],"['Gregory Poirier', 'Theresa Rebeck']","['James Marsden', 'Lena Headey', 'Norman Reedus']",5.9
3554,Love and Basketball (2000),Drama|Romance,199725,https://www.imdb.com/title/tt0199725/,Love & Basketball,2000,Monica and Quincy love and play basketball together through many life challenges from childhood to adulthood.,2h 4m,['Gina Prince-Bythewood'],['Gina Prince-Bythewood'],"['Sanaa Lathan', 'Omar Epps', 'Glenndon Chatman']",7.2
3555,U-571 (2000),Action|Thriller|War,141926,https://www.imdb.com/title/tt0141926/,U-571,2000,A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.,1h 56m,['Jonathan Mostow'],"['Jonathan Mostow', 'Sam Montgomery', 'David Ayer']","['Matthew McConaughey', 'Bill Paxton', 'Harvey Keitel']",6.6
3556,"Virgin Suicides, The (1999)",Drama|Romance,159097,https://www.imdb.com/title/tt0159097/,The Virgin Suicides,1999,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid 1970s.",1h 37m,['Sofia Coppola'],"['Jeffrey Eugenides', 'Sofia Coppola']","['Kirsten Dunst', 'Josh Hartnett', 'James Woods']",7.2
3557,Jennifer 8 (1992),Mystery|Thriller,104549,https://www.imdb.com/title/tt0104549/,Jennifer 8,1992,"John Berlin, a former Los Angeles homicide detective, investigates a multiple murder case in San Diego. The only witness is a blind girl to whom he is immediately attracted.",2h 4m,['Bruce Robinson'],['Bruce Robinson'],"['Andy Garcia', 'Uma Thurman', 'Lance Henriksen']",6.3
3559,Limelight (1952),Comedy|Drama|Romance,44837,https://www.imdb.com/title/tt0044837/,Limelight,1952,A fading comedian and a suicidally despondent ballet dancer must look to each other to find purpose and hope in their lives.,2h 17m,['Charles Chaplin'],['Charles Chaplin'],"['Charles Chaplin', 'Claire Bloom', 'Nigel Bruce']",8.0
